Serial Number:20439121 --

Date Time - GMT -07:00,"Temp, (*F)",Host Connect,Stopped,EOF,
2018-09-17 08:19:59,63.73, , , ,
2018-09-17 08:20:59,63.73, , , ,
2018-09-17 08:21:59,63.89, , , ,
2018-09-17 08:22:59,63.89, , , ,
2018-09-17 08:23:59,63.96, , , ,
2018-09-17 08:24:59,64.04, , , ,
2018-09-17 08:25:59,64.12, , , ,
2018-09-17 08:26:59,64.20, , , ,
2018-09-17 08:27:59,64.20, , , ,
2018-09-17 08:28:59,64.20, , , ,
2018-09-17 08:29:59,64.35, , , ,
2018-09-17 08:30:59,64.43, , , ,
2018-09-17 08:31:59,64.50, , , ,
2018-09-17 08:32:59,64.50, , , ,
2018-09-17 08:33:59,64.66, , , ,
2018-09-17 08:34:59,64.74, , , ,
2018-09-17 08:35:59,64.81, , , ,
2018-09-17 08:36:59,64.81, , , ,
2018-09-17 08:37:59,64.89, , , ,
2018-09-17 08:38:59,64.97, , , ,
2018-09-17 08:39:59,65.05, , , ,
2018-09-17 08:40:59,65.05, , , ,
2018-09-17 08:41:59,65.28, , , ,
2018-09-17 08:42:59,65.20, , , ,
2018-09-17 08:43:59,65.35, , , ,
2018-09-17 08:44:59,65.35, , , ,
2018-09-17 08:45:59,65.43, , , ,
2018-09-17 08:46:59,65.43, , , ,
2018-09-17 08:47:59,65.59, , , ,
2018-09-17 08:48:59,65.74, , , ,
2018-09-17 08:49:59,65.74, , , ,
2018-09-17 08:50:59,65.97, , , ,
2018-09-17 08:51:59,66.05, , , ,
2018-09-17 08:52:59,66.28, , , ,
2018-09-17 08:53:59,66.36, , , ,
2018-09-17 08:54:59,66.44, , , ,
2018-09-17 08:55:59,66.59, , , ,
2018-09-17 08:56:59,66.82, , , ,
2018-09-17 08:57:59,67.28, , , ,
2018-09-17 08:58:59,67.59, , , ,
2018-09-17 08:59:59,67.90, , , ,
2018-09-17 09:00:59,68.13, , , ,
2018-09-17 09:01:59,68.37, , , ,
2018-09-17 09:02:59,68.52, , , ,
2018-09-17 09:03:59,68.75, , , ,
2018-09-17 09:04:59,68.98, , , ,
2018-09-17 09:05:59,69.14, , , ,
2018-09-17 09:06:59,69.37, , , ,
2018-09-17 09:07:59,69.60, , , ,
2018-09-17 09:08:59,69.91, , , ,
2018-09-17 09:09:59,70.14, , , ,
2018-09-17 09:10:59,70.30, , , ,
2018-09-17 09:11:59,70.53, , , ,
2018-09-17 09:12:59,70.68, , , ,
2018-09-17 09:13:59,70.84, , , ,
2018-09-17 09:14:59,70.84, , , ,
2018-09-17 09:15:59,70.99, , , ,
2018-09-17 09:16:59,71.15, , , ,
2018-09-17 09:17:59,71.15, , , ,
2018-09-17 09:18:59,71.22, , , ,
2018-09-17 09:19:59,71.30, , , ,
2018-09-17 09:20:59,71.22, , , ,
2018-09-17 09:21:59,71.30, , , ,
2018-09-17 09:22:59,71.30, , , ,
2018-09-17 09:23:59,71.30, , , ,
2018-09-17 09:24:59,71.38, , , ,
2018-09-17 09:25:59,71.53, , , ,
2018-09-17 09:26:59,71.69, , , ,
2018-09-17 09:27:59,71.76, , , ,
2018-09-17 09:28:59,72.07, , , ,
2018-09-17 09:29:59,72.23, , , ,
2018-09-17 09:30:59,72.46, , , ,
2018-09-17 09:31:59,72.54, , , ,
2018-09-17 09:32:59,72.69, , , ,
2018-09-17 09:33:59,72.84, , , ,
2018-09-17 09:34:59,72.92, , , ,
2018-09-17 09:35:59,73.00, , , ,
2018-09-17 09:36:59,73.08, , , ,
2018-09-17 09:37:59,73.08, , , ,
2018-09-17 09:38:59,73.23, , , ,
2018-09-17 09:39:59,73.23, , , ,
2018-09-17 09:40:59,73.31, , , ,
2018-09-17 09:41:59,73.31, , , ,
2018-09-17 09:42:59,73.31, , , ,
2018-09-17 09:43:59,73.39, , , ,
2018-09-17 09:44:59,73.31, , , ,
2018-09-17 09:45:59,73.39, , , ,
2018-09-17 09:46:59,73.46, , , ,
2018-09-17 09:47:59,73.46, , , ,
2018-09-17 09:48:59,73.54, , , ,
2018-09-17 09:49:59,73.62, , , ,
2018-09-17 09:50:59,73.69, , , ,
2018-09-17 09:51:59,73.77, , , ,
2018-09-17 09:52:59,73.77, , , ,
2018-09-17 09:53:59,73.85, , , ,
2018-09-17 09:54:59,74.00, , , ,
2018-09-17 09:55:59,74.16, , , ,
2018-09-17 09:56:59,74.31, , , ,
2018-09-17 09:57:59,74.31, , , ,
2018-09-17 09:58:59,74.39, , , ,
2018-09-17 09:59:59,74.54, , , ,
2018-09-17 10:00:59,74.62, , , ,
2018-09-17 10:01:59,74.70, , , ,
2018-09-17 10:02:59,74.70, , , ,
2018-09-17 10:03:59,74.78, , , ,
2018-09-17 10:04:59,74.93, , , ,
2018-09-17 10:05:59,75.08, , , ,
2018-09-17 10:06:59,75.16, , , ,
2018-09-17 10:07:59,75.32, , , ,
2018-09-17 10:08:59,75.39, , , ,
2018-09-17 10:09:59,75.62, , , ,
2018-09-17 10:10:59,75.78, , , ,
2018-09-17 10:11:59,75.86, , , ,
2018-09-17 10:12:59,76.17, , , ,
2018-09-17 10:13:59,76.24, , , ,
2018-09-17 10:14:59,76.40, , , ,
2018-09-17 10:15:59,76.55, , , ,
2018-09-17 10:16:59,76.63, , , ,
2018-09-17 10:17:59,76.86, , , ,
2018-09-17 10:18:59,77.09, , , ,
2018-09-17 10:19:59,77.25, , , ,
2018-09-17 10:20:59,77.25, , , ,
2018-09-17 10:21:59,77.48, , , ,
2018-09-17 10:22:59,77.63, , , ,
